"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","imagecode","infraspecificEpithet","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"2078","2020-09-12 05:00:02-03","US","US","3401709","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"H. D. Clarke","1996","3","19","South America - Neotropics","Guyana","Iwokrama Rainforest Reserve; 5 km transect, near Ladysmith Creek, Essequibo R., km 0.4",NA,NA,NA,"US00648412",NA,"Rosales","DC.",NA,"1342","Potaro-Siparuni",NA,"thibaudiana",NA,"-58.5078","4.28444","75","100",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2079","2020-09-12 05:00:02-03","US","US","1156044","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"R. S. Williams","1902","1","14","South America - Neotropics","Bolivia","[illegible text]",NA,NA,NA,"US02190114",NA,"Rosales","DC.",NA,"575",NA,"US02190114_01","thibaudiana",NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2080","2020-09-12 05:00:02-03","US","US","1877631","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"E. L. Little Jr.","1943","4","19","South America - Neotropics","Ecuador","San Lorenzo, near Rio Nadadero ½ km, south",NA,NA,NA,"US02190071",NA,"Rosales","DC.",NA,"6277","Esmeraldas","US02190071_01","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2081","2020-09-12 05:00:02-03","US","US","2992752","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"C. A. Cid Ferreira & A. Souza","1980","10","24","South America - Neotropics","Brazil","Municipio de Rio Branco, estrada para Xapuri km 12, a 3 km da margem esquerda",NA,NA,NA,"US02189996",NA,"Rosales","DC.",NA,"3036","Acre","US02189996_01","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2082","2020-09-12 05:00:02-03","US","US","3583122","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"M. Saldias, L. Arroyo, B. Mostacedo, R. Guillen & et al.","1993","6","30","South America - Neotropics","Bolivia","Velasco, Parque Nacional Noel Kempff M. 5-7 km al NE del camino entre Los Fierros y Tarbo. Sobre el camino el campamento viejo de los Fierros y la Meseta",NA,NA,NA,"US02190103",NA,"Rosales","DC.",NA,"2795","Santa Cruz","US02190103_01","thibaudiana",NA,"-60.8167","-14.55","220",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2083","2020-09-12 05:00:02-03","US","US","3639923","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"C. E. Ramos, L. J. Alves & C. Santos","2008","9","15","South America - Neotropics","Brazil","Itagiba, Litoral Sul, Campo Verde",NA,NA,NA,"US02190037",NA,"Rosales","DC.",NA,"321","Bahia","US02190037_01","thibaudiana",NA,"-39.7111","-14.1672",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2084","2020-09-12 05:00:02-03","US","US","1069897","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"J. S. de la Cruz","1921","8","16","South America - Neotropics","Guyana","Moruka R., Santa Rosa",NA,NA,NA,"US00629236",NA,"Rosales","DC.",NA,"1016","Barima-Waini",NA,"thibaudiana",NA,"-58.95","7.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA
"2085","2020-09-02 16:29:00-03","Cenargen","CEN","81914","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Glocimar Pereira-Silva","2012","02","16",NA,"Brasil","Linha de Transmissão Jirau - Santo Antônio, torre 34.","Exsicatas",NA,NA,"CEN00081914",NA,NA,"DC.","Erik J. M. Koenen","16122","RO","CEN00081914",NA,"PORTO VELHO","-64.35","-9.2416666","100","100",NA,NA,"2012","-64.35","-9.2416666","07",NA,NA,NA,NA,"8",NA
"2086","2020-09-02 16:29:00-03","Cenargen","CEN","84024","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Glocimar Pereira-Silva","2012","08","13",NA,"Brasil","Linha de transmissão Jirau/Stº Antonio, ponto 15.","Exsicatas",NA,NA,"CEN00084024",NA,NA,"DC.","M. Simon","16272","RO","CEN00084024",NA,"PORTO VELHO","-64.201111","-9.1661111","120","120",NA,NA,"2017","-64.201111","-9.1661111","01",NA,NA,NA,NA,"8",NA
"2087","2020-09-02 16:29:00-03","Cenargen","CEN","109453","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Eniel David Cruz","2015","07","16",NA,"Brasil","Campo experimental da Embrapa, ramal Sta. Terezinha.","Exsicatas",NA,"DAP = 15 cm, AC = 4,5 m, AT= 7m. Doação do Herbário IAN - Belém - Pará - Brasil. Registro: 194361.","CEN00109453",NA,NA,"DC.","M. R. Cordeiro","1056","PA",NA,NA,"MOJU","-48.790833","-2.1563888",NA,NA,NA,NA,"2015","-48.790833","-2.1563888","11",NA,NA,NA,NA,"1",NA
"2088","2020-09-02 16:29:00-03","Cenargen","CEN","109472","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Eniel David Cruz","2015","10","15",NA,"Brasil","Fazenda Agroecológica São Roque, no ramal principal.","Exsicatas",NA,"Doação do Herbário IAN - Belém - Pará - Brasil. Registro: 194563","CEN00109472",NA,NA,"DC.",NA,"1085","PA",NA,NA,"MOJU","-49.013888","-3.0791666",NA,NA,NA,NA,NA,"-49.013888","-3.0791666",NA,NA,NA,NA,NA,"1",NA
"2089","2020-09-02 16:29:00-03","Cenargen","CEN","70128","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Glocimar Pereira-Silva","2009","01","07",NA,"Brasil","Estrada de acesso ao alojamento Provisório.","Exsicatas",NA,"Área de influência direta.","CEN00070128",NA,NA,"DC.","Erik J. M. Koenen","14020","RO","CEN00070128",NA,"PORTO VELHO","-64.606666","-9.3052777","120","120",NA,NA,"2012","-64.606666","-9.3052777","07",NA,NA,NA,NA,"4",NA
"2090","2020-09-02 16:29:00-03","Cenargen","CEN","84583","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Luciano Paganucci de Queiroz","2012","06","14",NA,"Brasil","Reserva Ecológica Michelin, vila 5, cerca de 5 km SW do Centro de Pesquisa (CEB).","Exsicatas",NA,"Folíolos cartáceos. Universidade Estadual de Feira de Santana (HUEFS). Feira de Santana - Bahia - Brasil. HUEFS nº 193709.","CEN00084583",NA,NA,"DC.","L. P. Queiroz","15667","BA","CEN00084583",NA,"IGRAPIUNA",NA,"-13.82","223","223",NA,NA,"2012","-39203888.0","-13.82","06",NA,NA,NA,NA,"1",NA
"2091","2020-09-02 16:29:00-03","Cenargen","CEN","114013","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Eniel David Cruz","2016","02","23",NA,"Brasil","PA 150. Campo experimental da Embrapa, ramal Tracuateua.","Exsicatas",NA,"AT: 4,5 m. Doação do Herbário IAN - Belém - Pará - Brasil. Registro: 199137","CEN00114013",NA,NA,"DC.",NA,"1121","PA","CEN00114013",NA,"MOJU","-48.7689018249512","-1.88389003276825",NA,NA,"186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2092","2020-09-02 16:29:00-03","Cenargen","CEN","55331","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Anderson Cássio Sevilha","2002","08","21",NA,"Brasil","Reserva Biológica Guaribas - Área II - Mata Alto do Rio Caiana, próximo ao povoado.","Exsicatas",NA,NA,"CEN00055331",NA,NA,"DC.","J. M. Fernandes","2303","PB","CEN00055331",NA,"MAMANGUAPE","-35.1260986328125","-6.83861017227173","110","110","36853","auto","2009","-3514778.0","-672222.0","05",NA,NA,NA,NA,"4",NA
"2093","2020-09-02 16:29:00-03","Cenargen","CEN","55437","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Anderson Cássio Sevilha","2002","08","26",NA,"Brasil","Reserva Biológica de Saltinho.","Exsicatas",NA,NA,"CEN00055437",NA,NA,"DC.","J. M. Fernandes","2423","PE","CEN00055437",NA,"RIO FORMOSO","-35.1585998535156","-8.66361045837402",NA,NA,"21734","auto","2009","-3519056.0","-871389.0","05",NA,NA,NA,NA,"4",NA
"2094","2020-09-02 16:29:00-03","Cenargen","CEN","81579","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"N. F. C. Reis - UNIR","2009","12","09",NA,"Brasil","Parcela 13, margem direita. Setor 02.","Exsicatas",NA,"Casca com lenticelas de aparência suja. Folha de consistência cartácea. Cálice verde e corola branca. Doação Universidade Federal de Rondônia - Herbário Rondoniensis - RON - Coleção João Geraldo Kuhlmann.","CEN00081579",NA,NA,"DC.","J. S. Souza","7","RO","CEN00081579",NA,"PORTO VELHO","-63.9039001464844","-8.76194000244141",NA,NA,"333357","auto","2011",NA,NA,"04",NA,NA,NA,NA,"1",NA
"2095","2020-09-02 16:29:00-03","Cenargen","CEN","113856","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Eniel David Cruz","2019","06","25",NA,"Brasil","Fazenda Cikel, ramal Paulo Malacá.","Exsicatas",NA,"DAP: 15,3 cm; AC: 3,5 m; AT: 6,5 m. Doação do Herbário IAN - Amazônia Oriental -Belém - Pará - Brasil. Registro: 199278","CEN00113856",NA,NA,"DC.",NA,"1354","PA","CEN00113856",NA,"PARAGOMINAS","-47.3527984619141","-2.99583005905151",NA,NA,"186685","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"2096","2020-09-02 16:29:00-03","Cenargen","CEN","56148","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Anderson Cássio Sevilha","2002","09","26",NA,"Brasil","APA Mamanguape.","Exsicatas",NA,NA,"CEN00056148",NA,NA,"DC.","J. M. Fernandes","2623","PB","CEN00056148",NA,"MAMANGUAPE","-35.1260986328125","-6.83861017227173",NA,NA,"36853","auto","2009","-3491000.0","-683556.0","05",NA,NA,NA,NA,"4",NA
"2097","2020-09-02 16:29:00-03","Cenargen","CEN","56149","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"Anderson Cássio Sevilha","2002","09","26",NA,"Brasil","APA Mamanguape.","Exsicatas",NA,NA,"CEN00056149",NA,NA,"DC.","J. M. Fernandes","2622","PB","CEN00056149",NA,"MAMANGUAPE","-35.1260986328125","-6.83861017227173",NA,NA,"36853","auto","2009","-3491000.0","-683556.0","05",NA,NA,NA,NA,"4",NA
"2098","2020-09-02 16:29:00-03","Cenargen","CEN","80819","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana subsp. russotomentella",NA,"Aécio Amaral-Santos","2011","05","23",NA,"Brasil","Fazenda Prainha, margem direita do rio Madeira. Prop. Sr. Everaldo, ao lado da sede da fazenda.","Exsicatas",NA,"Botões florais verde. Área de influência direta da UHE Jirau.","CEN00080819",NA,NA,"DC.","Erik J. M. Koenen","3310","RO","CEN00080819","subsp. russotomentella","PORTO VELHO","-65.011666","-9.5733333","96","96",NA,NA,"2012","-65.011666","-9.5733333","07",NA,NA,NA,NA,"8",NA
"2099","2020-09-02 16:29:00-03","Cenargen","CEN","24297","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana subsp. russotomentella",NA,"Glocimar Pereira-Silva","1993","09","21",NA,"Brasil","MARGEM ESQUERDA DO RIO CORUMBA; PROXIMO A FOZ DO CORREGO GAMELEIRA; MARGEM DIREITA","Exsicatas",NA,"BOTOES VERDES; ESTAMES VERDE-CLARO","CEN00024297",NA,NA,"DC.","L. P. Queiroz","1891","GO","CEN00024297","subsp. russotomentella","CORUMBAIBA","-48.5614013671875","-18.1424999237061","540","540","40186","auto","2000","-4851667.0","-1780000.0","12",NA,NA,NA,NA,"4",NA
"2100","2020-09-02 16:29:00-03","Cenargen","CEN","57452","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana subsp. thibaudiana",NA,"Domingos Antônio Folli","1990","01","12",NA,"Brasil",NA,"Exsicatas",NA,"Municipal. Doação do Banco Genético do Pau Brasil. Registro nº 292. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057452",NA,NA,"DC.","F. C. P. Garcia","1053","BA","CEN00057452","subsp. thibaudiana","PORTO SEGURO","-39.0647010803223","-16.4496994018555",NA,NA,"68835","auto","1998",NA,NA,"04",NA,NA,NA,NA,"1",NA
"2101","2020-09-02 16:29:00-03","Cenargen","CEN","57483","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana subsp. thibaudiana",NA,"Domingos Antônio Folli","1990","07","04",NA,"Brasil","Próximo à estrada.","Exsicatas",NA,"Municipal. Doação do Banco Genético do Pau Brasil. Registro nº 293. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057483",NA,NA,"DC.","F. C. P. Garcia","1189","BA","CEN00057483","subsp. thibaudiana","PORTO SEGURO","-39.0647010803223","-16.4496994018555",NA,NA,"68835","auto","1998",NA,NA,"04",NA,NA,NA,NA,"1",NA
"2102","2020-09-02 16:29:00-03","Cenargen","CEN","57343","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana subsp. thibaudiana",NA,"Domingos Antônio Folli","1988","10","25",NA,"Brasil",NA,"Exsicatas",NA,"Municipal. Doação do Banco Genético do Pau-Brasil. Registro nº294. Coleção de referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057343",NA,NA,"DC.","F. C. P. Garcia","797","BA","CEN00057343","subsp. thibaudiana","PORTO SEGURO","-39.0647010803223","-16.4496994018555",NA,NA,"68835","auto","1998",NA,NA,"04",NA,NA,NA,NA,"1",NA
"2103","2020-09-02 16:29:00-03","Cenargen","CEN","57446","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Inga","thibaudiana","Inga thibaudiana subsp. thibaudiana",NA,"Domingos Antônio Folli","1990","01","12",NA,"Brasil",NA,"Exsicatas",NA,"Municipal. Doação do Banco Genético do Pau Brasil. Registro nº 292. Coleção de Referência. EMBRAPA, CEPLAC, VERACEL.","CEN00057446",NA,NA,"DC.","F. C. P. Garcia","1054","BA","CEN00057446","subsp. thibaudiana","PORTO SEGURO","-39.0647010803223","-16.4496994018555",NA,NA,"68835","auto","1998",NA,NA,"04",NA,NA,NA,NA,"1",NA
"2104","2019-11-13 11:22:27-03","USP","SPF","177235","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Karouany","1856",NA,NA,NA,"Guiana Francesa",NA,NA,NA,NA,"SPF00177235",NA,NA,"DC.","Anônimo","876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105","2019-11-13 11:22:27-03","USP","SPF","139468","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Oliveira, AA","1993","03",NA,NA,"Brasil","Reserva 1501 (km 41) do PDBFF",NA,NA,NA,"SPF00139468",NA,NA,"DC.","Oliveira, AA","1752","Amazonas",NA,NA,"Manaus","-59.761111","-2.407222","50","125",NA,NA,NA,"-59.761111","-2.407222",NA,NA,NA,NA,NA,NA,NA
"2106","2019-11-13 11:22:27-03","USP","SPF","138613","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Bondar, G","1937","04","05",NA,"Brasil","Água Preta.",NA,NA,NA,"SPF00138613",NA,NA,"DC.","Garcia, FCP","2205","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"02",NA,NA,NA,NA,NA,NA
"2107","2019-11-13 11:22:27-03","USP","SPF","138614","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Sucre, D","1969","07","14",NA,"Brasil",NA,NA,NA,NA,"SPF00138614",NA,NA,"DC.","Garcia, FCP","5557","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,"02",NA,NA,NA,NA,NA,NA
"2108","2021-03-15 18:27:51-03","USP","SPF","206867","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Sasaki, D; Milliken, W; Zappi, DC; Frisby, SM; Henicka, GS; Reis, TCY; Pena, EM; Philippse","2008","08","20",NA,"Brasil","Parque Estadual do Cristalino, Parque Estadual Cristalino. Limite Leste do Parque, área de campinarana e floresta em solo arenoso.",NA,NA,"Árvore 6 m alt. Folhas verde-claras, brilhantes. Cálice verde. Anteras alvas.; Mata em solo arenoso, na beira da trilha.","SPF00206867",NA,NA,"DC.","Pennington, TD","2267","Mato Grosso",NA,NA,"Novo Mundo","-55.1136","-9.3503","363","363",NA,NA,NA,"-55.1136","-9.3503",NA,NA,NA,NA,NA,NA,NA
"2109","2019-11-13 11:22:27-03","USP","SPF","45504","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Thomas, WW","1985","10","04",NA,"Brasil",NA,NA,NA,NA,"SPF00045504",NA,NA,"DC.","Fernandes, JM","4190","Mato Grosso",NA,NA,"Sinop","-54.433333","-10.45",NA,NA,NA,NA,"2010","-54.433333","-10.45",NA,NA,NA,NA,NA,NA,NA
"2110","2019-11-13 11:22:27-03","USP","SPF","193057","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Lima, HC","1992","03","12",NA,"Brasil","Estação Ecológica Estadual do Paraíso",NA,NA,NA,"SPF00193057",NA,NA,"DC.","Lima, HC","4400","Rio de Janeiro",NA,NA,"Guapimirim","-42.833333","-22.433333",NA,NA,NA,NA,"2009","-42.833333","-22.433333","07",NA,NA,NA,NA,NA,NA
"2111","2019-11-13 11:22:27-03","USP","SPF","199511","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Farias, DS","1994","01","26",NA,"Brasil","Reserva Biológica de Poço das Antas",NA,NA,NA,"SPF00199511",NA,NA,"DC.","Anônimo","140","Rio de Janeiro",NA,NA,"Silva Jardim","-42.25","-22.5",NA,NA,NA,NA,NA,"-42.25","-22.5",NA,NA,NA,NA,NA,NA,NA
"2112","2019-11-13 11:22:27-03","USP","SPF","169074","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Fiaschi, P","2004","09",NA,NA,"Brasil",NA,NA,NA,NA,"SPF00169074",NA,NA,"DC.","Fernandes, JM","2564","Bahia",NA,NA,"Ilhéus","-39.0494003295898","-14.7889003753662",NA,NA,"61245","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","2019-11-13 11:22:27-03","USP","SPF","163349","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Beck, HT","1987","10","09",NA,"Brasil",NA,NA,NA,NA,"SPF00163349",NA,NA,"DC.","Pennington, TD","28","Pará",NA,NA,"Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,"564600","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","2019-11-13 11:22:27-03","USP","SPF","188355","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Salomão, RP","2007","10",NA,NA,"Brasil","Rio Xingu",NA,NA,NA,"SPF00188355",NA,NA,"DC.","Rosa, NA","1133","Pará",NA,NA,"Altamira","-52.2064018249512","-3.20333003997803",NA,NA,"748499","auto","2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2115","2019-11-13 11:22:27-03","USP","SPF","146197","PreservedSpecimen","Plantae","Leguminosae","Inga","thibaudiana","Inga thibaudiana",NA,"Pires, JM","1956","07","07",NA,"Brasil",NA,NA,NA,NA,"SPF00146197",NA,NA,"DC.","Anônimo","5024","Pará",NA,NA,"Breves","-50.4803009033203","-1.68221998214722",NA,NA,"134266","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2116","2014-08-26 18:21:29-03","FSL","HFSL","5447","S","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Ferreira, C.A.C.; et al.","1986","03","10","Southern America","Brasil","Canteiro de Obra da Usina Hidrelétrica de Balbina, Canteiro de Obras da Hidrelétrica de Balbina. Estrada para a Ilha do Passarinho.",NA,NA,"Arvoreta de 8m de altura. Frutos maturos verde-ferruginosos. Frutos Separados. Mata de terra firme, solo argilo-arenoso. ; DE",NA,NA,NA,"DC.","Grimes, J.W.","6698","Amazonas",NA,NA,"Presidente Figueiredo","-59","-1",NA,NA,NA,NA,"1989","-59","-1","01","01",NA,NA,NA,NA,NA
"2117","2014-08-26 18:21:29-03","FSL","HFSL","1030","S","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Nee, M.H.","1987","08","04","Southern America","Brasil","BR - 364, 4 Km. E of Corrego Raiz on hwy. BR-364, 24 km. ENE of junction with hwy. BR-325, 26 km. (by air) E of Abuna.",NA,NA,"Tree 18 m. tall, 20 cm. in diam.; bark nearly smooth, very finely flaky; slash red; wood pale tan, the heartwood not distinct. Flowers lightly fragrant; calyx yellow-green; corolla lighter yellow-green; filaments and style white. On flat with clay so; DE",NA,NA,NA,"DC.","Grimes, J.W.","34909","Rondônia",NA,NA,"Porto Velho","-65.133333","-9.716667",NA,NA,NA,NA,"1988","-65.133333","-9.716667","01","01",NA,NA,NA,NA,NA
"2118","2014-09-16 19:39:49-03","FSL","HFSL","449","S","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana russotomentella",NA,"Thomas, W.W.; Oliveira, J.G. de","1985","10","04","Southern America","Brasil","Sinop & Colider: forest along igarapé near cerrado, Sinop & Colider: cerrado and adjacent cerradão forest of Serra Formosa along BR080, 65 km E of jct with BR163.",NA,NA,"Tree 6m tall, flowers white. Sandstone outcrops present. ; DE",NA,NA,NA,"(Malme) T.D.Penn.","Pennington, T.D.","4190","Mato Grosso",NA,"russotomentella","Sinop & Colider","-54.433333","-10.45",NA,NA,NA,NA,"1996","-54.433333","-10.45","01","01",NA,NA,NA,NA,NA
"2119","2020-03-05 14:11:46-03","UNEMAT","HPAN","3141.1","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Carniello, MA; Cruz, WJA; Silva, MR; Santos, TAC; Silva, RSD","2012","12","13","América","Brasil","Fazenda Monte Verde",NA,NA,NA,"HPAN000003141.1","Magnoliidae","Fabales","DC.","Guarim Neto, G","4290","Mato Grosso",NA,NA,"Vila Bela da Santís. Trindade","-60.427722","-14.093778",NA,NA,NA,NA,"2013","-60.427722","-14.093778","05","14",NA,NA,NA,NA,NA
"2120","2020-12-02 09:07:13-03","UNITINS","HUTO","6328","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Nascimento, M.P.","2011","05","26",NA,"Brasil",NA,NA,NA,"Árvore de 5m altura; DAP 7cm, ritidoma cinza com lenticelas, casca viva vermelho claro, alburno amarelo creme. Botões florais verdes. Frutos maduros verdes.","HUTO006328",NA,NA,"DC.","Nascimento, M.P. do","489","Pará",NA,NA,"Mãe do Rio","-47.5505981445312","-2.04639005661011",NA,NA,"22240","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2121","2020-05-08 11:10:30-03","UEFS","HUEFS","7900","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","thibaudiana","Inga thibaudiana",NA,"Lima, D.A.","1986","09","10",NA,"Brasil",NA,NA,NA,NA,"HUEFS0007900","Angiospermae","Fabales","DC.","F.C.P.Garcia","9","Bahia","HUEFS0007900",NA,"Salvador","-38.510799407959","-12.9710998535156",NA,NA,"26018","auto","1999",NA,NA,"02",NA,"Rosanae",NA,NA,NA,NA
"2122","2020-05-08 11:10:30-03","UEFS","HUEFS","176929","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","thibaudiana","Inga thibaudiana",NA,"Monteiro, M.T.","1971","09","28",NA,"Brasil","Fazenda Palmeira.",NA,NA,NA,"HUEFS0176929","Angiospermae","Fabales","DC.",NA,"23555","Bahia",NA,NA,"Itamaraju","-39.5311012268066","-17.0391998291016",NA,NA,"55932","auto",NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA
"2123","2020-05-08 11:10:30-03","UEFS","HUEFS","65683","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","thibaudiana","Inga thibaudiana",NA,"Miranda, A.M.","1998","10","16",NA,"Brasil","SUAPE, Mata do Zumbi.",NA,NA,"Orla da mata.","HUEFS0065683","Angiospermae","Fabales","DC.","F.C.P.Garcia","HST10205","Pernambuco","HUEFS0065683",NA,"Cabo de Santo Agostinho","-35.0349998474121","-8.28666973114014",NA,NA,"25282","auto","2009",NA,NA,"06",NA,"Rosanae",NA,NA,NA,NA
"2124","2021-03-04 11:16:36-03","UEFS","HUEFS","112100","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","thibaudiana","Inga thibaudiana",NA,"Souza, E.R.de","2005","09","14",NA,"Brasil","Ca. 26 Km para estrada Itaguatiara. Reserva Ducke.",NA,NA,NA,"HUEFS0112100","Angiospermae","Fabales",NA,NA,"496","Amazonas",NA,NA,"Manaus","-54.101944","-1.826111","111","111",NA,NA,NA,"54W6'7''","1S49'34''",NA,NA,"Rosanae",NA,NA,NA,NA
"2125","2020-05-08 11:10:30-03","UEFS","HUEFS","104110","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","thibaudiana","Inga thibaudiana",NA,"Costa, M.A.S.da","2005","09","21",NA,"Brasil","Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Ângulo 245; dist. 20; Marco 480; Área 2.",NA,NA,NA,"HUEFS0104110","Angiospermae","Fabales","DC.",NA,"1001","Amazonas","HUEFS0104110 HUEFS0104110_01",NA,"Manaus","-54.101667","-1.826111","111","111",NA,NA,NA,"54W6'6''","1S49'34''",NA,NA,"Rosanae",NA,NA,NA,NA
