"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"298","2019-10-29 14:21:45-03","UNICAMP","UEC","115076","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Cardoso-Leite, E","Cardoso-Leite, E","528","1998","04","03","Brazil","São Paulo","Jundiaí","Reserva Biológica Municipal da Serra do","-46.25","-23.25","-46.25","-23.25",NA,NA,"UEC169914","UEC169914",NA,NA,NA,"Planta de 5,5 m de altura.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2019-11-08 09:23:27-03","UNICAMP","UEC","10772","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Chiea, SAC","Davis, PH; Kinoshita, LS; Semir, J; Shepherd, GJ; Cruz, ND; Felippe, GM","3038","1976","09","29","Brazil","São Paulo","Campos do Jordão","Reserva do Instituto Florestal - São Jos","-47.55","-22.566667","-47.55","-22.566667","1900","1900","UEC173311","UEC173311","1983",NA,NA,"flor, Árvore de 3 m de altura. Flores jovens esverdeadas. Beira da mata.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2019-11-08 09:23:27-03","UNICAMP","UEC","111409","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Gehrt, A","Gonçalves, P","s.n.","1939","08","27","Brazil","Paraná",NA,"Serra São Luis",NA,NA,NA,NA,NA,NA,"UEC173304","UEC173304",NA,NA,NA,"flor",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2019-11-08 09:23:27-03","UNICAMP","UEC","111410","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Handro, O","Heringer, EP","1118","1942","11","03","Brazil","Minas Gerais",NA,"Estação Experimental Cel. Pacheco",NA,NA,NA,NA,NA,NA,"UEC173302","UEC173302",NA,NA,NA,"fruto, Árvore, flores amarelas, encontrada em terra seca.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2021-03-01 16:34:46-03","UNICAMP","UEC","117605","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Pereira, FMB","45237026","2000","08","02","Brazil","Rio de Janeiro","Nova Friburgo","Lumiar, Santa Luzia, Coletas organizadas pela Extracta Moléculas Naturais Ltda, Projeto de Bioprospecção.","-42.292778","-22.393056","-42.292778","-22.393056",NA,NA,"UEC169922","UEC169922",NA,NA,NA,"Arbusto com 3m de altura e DAP de 12 cm, comum no local.; Mata de encosta sobre solo argiloso/arenoso",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2021-03-01 16:34:46-03","UNICAMP","UEC","143671","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Almeda, F; Fritsch, PW; Aranha, JLM; Belinello, R","8828","2004","11","14","Brazil","Rio de Janeiro","Nova Friburgo","Serra do Mar, Trail summit of Serra do Imperador (=Serra Conego) near Nova Friburgo","-42.545556","-22.338611","-42.545556","-22.338611","1235","1370","UEC182897","UEC182897",NA,NA,NA,"Tree 3m tall. Immature berries yellow-green maturing to blue-black with distinct darker vertical llines. Common; Disturbed secondary forest vegetation",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2021-03-01 16:34:46-03","UNICAMP","UEC","151742","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Caddah, MK","Caddah, MK","649","2009","08","05","Brazil","São Paulo","Piquete","Serra da Mantiqueira, Pico do Ataque.","-45.366667","-22.933333","-45.366667","-22.933333","1522","1522","UEC169920","UEC169920","2009","08",NA,"Árvore ca. 11m, botões com pétalas brancas, coleta em sílica.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2021-03-01 16:34:46-03","UNICAMP","UEC","144469","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Fritsch, PW; Aranha, JLM; Barbosa, E","1810","2005","10","15","Brazil","Paraná","Piraquara","Along a trail on W slope of Morro Canal. Entrance to the trail is along a road ca. 12 km from BR-277 (the turnoff from BR-277 is ca. 500 m before the Polícia Rodoviária Federal).","-48.987278","-25.514611","-48.987278","-25.514611","1147","1147","UEC050845","UEC050845","2012",NA,NA,"Shrub 1 m tall; young fruit green. Growing in open forest on granite slope.; Serra o Mar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-10-29 14:21:45-03","UNICAMP","UEC","147116","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Aguirre, GH; et al.","120","2005","09","22","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,"UEC169936","UEC169936",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2019-11-08 09:23:27-03","UNICAMP","UEC","152303","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Tamashiro, JY","Caselli, CB","s.n.","2008","02","08","Brazil","São Paulo","Jundiaí","Serra do Japi, Mata semidecídua","-46.866667","-23.183333","-46.866667","-23.183333","920","1290","UEC170089","UEC170089","2008",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2019-11-08 09:23:27-03","UNICAMP","UEC","152304","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Tamashiro, JY","Caselli, CB; Peixoto, PEC","s.n.","2007","10","22","Brazil","São Paulo","Jundiaí","Serra do Japi, Mata semidecídua","-46.866667","-23.183333","-46.866667","-23.183333","920","1290","UEC173301","UEC173301","2007","11",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2021-03-01 16:34:46-03","UNICAMP","UEC","160684","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meireles, JE","Romão, GO; Dantas, APT","1513","2006","09","04","Brazil","Paraná","Campina Grande Do Sul","Pico Caratuva, Fazenda Pico Paraná, acesso por estrada de terra com 8 km a partir da saída da BR-116 no Km 46-47, antes do Rio Tucum. Ao longo da trilha,","-48.856556","-25.221611","-48.856556","-25.221611","1700","1850","UEC017006","UEC017006",NA,NA,NA,"Arbusto 1,5 m alt.; frutos verdes.; Mata nebular de altitude próximo de campo de altitude.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-03-01 16:34:46-03","UNICAMP","UEC","160715","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meireles, JE","Romão, GO; Dantas, APT","1512","2006","09","04","Brazil","Paraná","Campina Grande Do Sul","Pico Caratuva, Fazenda Pico Paraná, acesso por estrada de terra com 8 km a partir da saída da BR-116 no Km 46-47, antes do Rio Tucum. Ao longo da trilha.","-48.856556","-25.221611","-48.856556","-25.221611","1700","1850","UEC017017","UEC017017","2012",NA,NA,"Arbusto 2 m alt.; frutos verdes.; Mata nebular de altitude, próximo a afloramento rochoso.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-03-01 16:34:46-03","UNICAMP","UEC","160776","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meireles, JE","Romão, GO; Dantas, APT","1564","2006","09","05","Brazil","Paraná","Campina Grande Do Sul","Morro Camapuã, Propriedade do sr. Aguilheiro, acesso por estrada de terra com 5 km a partir da saída da BR-0116 no Km 51-52, ca. 1km do Posto do Tulha.","-48.880333","-25.254","-48.880333","-25.254",NA,NA,"UEC009882","UEC009882","2012",NA,NA,"Arbusto ca. 1,8 m alt.; frutos verdes claros.; Floresta Estacional e mata ciliar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2021-03-01 16:34:46-03","UNICAMP","UEC","162380","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meireles, JE","Caetano, APS; Cortez, PA; Tamashiro, JY","8a","2008","09","05","Brazil","São Paulo","Itirapina","Pedregulho","-47.828861","-22.239167","-47.828861","-22.239167","780","786","UEC024003","UEC024003","2012",NA,NA,"Árvore, 1 a 2 metros de altura, folha estreita, fruto maduro enegrecido.; Cerrado.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2021-03-01 16:34:46-03","UNICAMP","UEC","162385","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Meireles, JE","Caetano, APS; Cortez, PA; Tamashiro, JY","8a","2008","09","05","Brazil","São Paulo","Itirapina","Pedregulho","-47.828861","-22.239167","-47.828861","-22.239167","780","786","UEC024020","UEC024020","2012",NA,NA,"Árvore, 1 a 2 metros de altura, folha estreita, fruto maduro enegrecido.; Cerrado.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2021-03-01 16:34:46-03","UNICAMP","UEC","168227","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Batista, TA; Moraes, C; Boechat, C","146","2010","10","10","Brazil","Minas Gerais","Itamonte","Hotel Casa Alpina Candeial.","-44.807333","-22.370389","-44.807333","-22.370389","1733","1733","UEC091165","UEC091165",NA,NA,NA,"Árvore com 6 m de altura e 22,4 cm de cap. Ritidoma do tipo liso com leve fissuras e com musgos e liquens aderidos. Cascas com fibras que lembram annonaceae. Casca externa amarela alaranjada e casca interna amarelada. Casca fica úmida",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2021-03-01 16:34:46-03","UNICAMP","UEC","172750","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Sobral, M","Sobral, M; et al.","5215","1986","11",NA,"Brazil","Rio Grande do Sul","Gravataí","Morro Itacolomi","-50.909444","-29.921111","-50.909444","-29.921111",NA,NA,"UEC016510","UEC016510","1986",NA,NA,"Arbusto 3-4m, fl brancas.; Em interior de mata",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2021-03-01 16:34:46-03","UNICAMP","UEC","172889","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, E","Cielo-Filho, R; Baitello, JB; Lima, CR","778","2008","08","28","Brazil","São Paulo","Itapeva","Estação Experimental. Trilha do rio Pirituba.","-49.583333","-24.75","-49.583333","-24.75","700","700","UEC084903","UEC084903","2009","03","26","Árvore 4m, início de frutos.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2021-03-01 16:34:46-03","UNICAMP","UEC","187407","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Seubert, RC; et al.","79","2014","03","10","Brazil","Santa Catarina","Indaial",NA,"-49.216667","-26.266667","-49.216667","-26.266667","688","688","UEC115967","UEC115967",NA,NA,NA,"arvoreta; floresta ombrofila densa",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2021-03-01 16:34:46-03","UNICAMP","UEC","189078","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Silva, BG; Koch, I; Castello, ACD; Vidal Junior, JD","203","2015","01","07","Brazil","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-47.998611","-24.069444","-47.998611","-24.069444","800","800","UEC119416","UEC119416",NA,NA,NA,"Árvore, 9 m de altura e 7 cm de DAP; Floresta Ombrófila Densa",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2021-03-01 16:34:46-03","UNICAMP","UEC","187166","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Martins, AB","Ferreira, MI; Yamaki, HO; Silva, MAL","36","2006","10","10","Brazil","São Paulo","Pindamonhangaba","Votorantim.","-45.771389","-23.544167","-45.771389","-23.544167","1165","1165","UEC115479","UEC115479","2007","10",NA,"Árvore 8m de alt. Frutos redondos amarelos.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2021-03-01 16:34:46-03","UNICAMP","UEC","201994","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Oliveira, MS","Paiva, VF; Oliveira, MS; Soares, ACA","906","2013","10","02","Brazil","Distrito Federal",NA,"Brasil, Distrito Federal, Brasília:Jardim Botânico de Brasília, Estrada descendo para a Mata do Reabilita.",NA,NA,NA,NA,NA,NA,"UEC179448","UEC179448","2013","10","02","Árvore, flor branca, frutos jovens.; Cerrado Denso.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2019-10-29 14:21:45-03","UNICAMP","UEC","20375","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Tamashiro, JY","154","1980","08","26","Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"UEC169928","UEC169928","1999",NA,NA,"flor, Árvore pequena de mais ou menos 4 m, flores brancas. Nativo em campo de altitude secundário. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2019-10-29 14:21:45-03","UNICAMP","UEC","20377","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Leitão Filho, HF","52","1980","09","03","Brazil","Minas Gerais","Poços de Caldas","Santa Rosália","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"UEC169904","UEC169904","1999",NA,NA,"flor, Árvore até 8 m, flores brancas. Nativa em área de campo de altitude. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2019-11-08 09:23:27-03","UNICAMP","UEC","20491","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Tamashiro, JY","183","1980","09","14","Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"UEC169911","UEC169911","1999",NA,NA,"flor, Árvore de 15 m, flores brancas. Nativo em mata de encosta. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2019-11-08 09:23:27-03","UNICAMP","UEC","20551","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Martins, FR","242A","1980","10","14","Brazil","Minas Gerais","Poços de Caldas",NA,"-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"UEC170091","UEC170091","1999",NA,NA,"fruto, Árvore de 15 m, frutos do tipo baga, verdes. Em floresta. Mata da Colina. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2019-11-08 09:23:27-03","UNICAMP","UEC","205777","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Webster, GL","25205","1984","08","13","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.866667","-23.183333","-46.866667","-23.183333","1000","1000","UEC173310","UEC173310",NA,NA,NA,"flor, Shrub 3 m high, in woods along stream, flowers white. Humid forest.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2019-11-08 09:23:27-03","UNICAMP","UEC","25773","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Leitão Filho, HF; Martins, FR; Tamashiro, JY; Gouvêa, LSK","1450A","1981","12","01","Brazil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"UEC169929","UEC169929","1999",NA,NA,"fruto, Árvore de 2 m. Frutos verdes variegados. Beira de córrego. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2019-10-29 14:21:45-03","UNICAMP","UEC","31199","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Gabrielli, AC; Martins, FR; Shepherd, GJ; Tamashiro, JY","2074","1983","09","06","Brazil","Minas Gerais","Poços de Caldas","Córrego do Meio","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"UEC169930","UEC169930","1999",NA,NA,"flor, Árvore de 10 m, flores brancas (foto 2). Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2019-11-08 09:23:27-03","UNICAMP","UEC","64765","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Simão-Bianchini, R","Mata, L","71","1989","08","23","Brazil","São Paulo","Campos do Jordão",NA,"-47.55","-22.566667","-47.55","-22.566667","1700","1700","UEC173324","UEC173324","1989","09",NA,"flor, Arbusto apícola.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2020-02-10 17:54:58-03","UNICAMP","UEC","64735","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Simão-Bianchini, R; Fernandes, JB; Simão, RC; Mello-Silva, R; Ferreira, AG","2518","1989","10","21","Brazil","São Paulo","Campos do Jordão","Serra da Mantiqueira, Entre Campos do Jordão e Piranguçu. Descendo da Serra para Venceslau Brás.","-47.55","-22.566667","-47.55","-22.566667",NA,NA,"UEC169935","UEC169935","1999",NA,NA,"fruto, Arvoreta da orla da mata, 3 m de altura. Frutos imaturos verde-claros. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2019-10-29 14:21:45-03","UNICAMP","UEC","51972","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Nogueira-Silva, PE","15","1988","10","21","Brazil","Distrito Federal","Brasília","Córrego do Gama","-47.970278","-15.955556","-47.970278","-15.955556",NA,NA,"UEC169919","UEC169919",NA,NA,NA,"flor, Árvore de cerca de 6 m de altura. Flores brancas. Mata ciliar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2019-10-29 14:21:45-03","UNICAMP","UEC","54128","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Maury, CM","203","1982","09","10","Brazil","Distrito Federal","Brasília","Reserva Biológica de águas Emendadas, Às margens do Rio Tabatinga. Cerca de 40 km a NE de Brasília.","-47.583333","-15.583333","-47.583333","-15.583333","1000","1150","UEC169927","UEC169927_01 UEC169927_02",NA,NA,NA,"flor, Árvore de cerca de 8 m. Nome comum: língua de tamanduá. Em mata de galeria.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2019-10-29 14:21:45-03","UNICAMP","UEC","79582","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Papp, MG; Oishi, C","31","1995","11","25","Brazil","Minas Gerais","Camanducaia","Vila de Monte Verde, Sítio: Rua da Mantiqueira.","-46.386111","-22.888889","-46.386111","-22.888889","1600","1600","UEC169907","UEC169907","1999",NA,NA,"flor, Porte arbóreo. Beira de mata próximo à área urbana. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2019-11-08 09:23:27-03","UNICAMP","UEC","76721","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Souza, VC; Souza, JP; Rodrigues, RR; Scalon, VR; Ivanauskas, NM; Arzolla, FARDP","9105","1995","09","04","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga - Núcleo, Trilha para o mirante mais alto.","-48.394722","-24.6475","-48.394722","-24.6475",NA,NA,"UEC173325","UEC173325","1996","01",NA,"fruto, Arvoreta de cerca de 5 m de altura, frutos imaturos verdes. Mata. Mata Atlântica com transição para o campo de altitude.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2019-11-08 09:23:27-03","UNICAMP","UEC","67328","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Tamashiro, JY; Belinello, R; Santos, FAM; Goldenberg, R","560","1994","08","18","Brazil","São Paulo","Campos do Jordão","Estrada Campos do Jordão-São Bento do Sa","-47.55","-22.566667","-47.55","-22.566667",NA,NA,"UEC107033","UEC107033","1999",NA,NA,"flor, Arvoreta de 5 m, flores creme.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2019-10-29 14:21:45-03","UNICAMP","UEC","82650","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Robim, MJ","735","1991","11","07","Brazil","São Paulo","Campos do Jordão","Parque Estadual, Região do bebedouro.","-47.55","-22.566667","-47.55","-22.566667",NA,NA,"UEC169932","UEC169932","1999",NA,NA,"fruto, Árvore de cerca de 15 m de altura, frutos amarelos. Nome vulgar: amarelinho. Mata alta latifoliada. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2021-03-01 16:34:46-03","UNICAMP","UEC","75385","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Rodrigues, RR; ; Souza, VC","Barreto, KD; Fernandes, GD; Gouveia, J","2841","1994","08","10","Brazil","São Paulo","São Pedro","Alto da Serra (Santo Antônio). Seminário dos padres.","-47.920778","-22.499917","-47.920778","-22.499917",NA,NA,"UEC173300","UEC173300","1994",NA,NA,"Árvore, 8m alt, flores alvas.; Área pertubada, mata ciliar.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-03-01 16:34:46-03","UNICAMP","UEC","75395","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Rodrigues, RR; ; Souza, VC","Barreto, KD; Fernandes, GD; Vitti, FX","1242","1993","09","22","Brazil","São Paulo","Campos do Jordão","Horto Florestal","-45.46625","-22.708722","-45.46625","-22.708722",NA,NA,"UEC169959","UEC169959","1993","09","23","Árvore, 6m, alt. Borda de mata, floração sadia, tronco liso, sem latex, flor botão verde, fruto ausente.; Mata de altitude",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
