"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"250","2019-08-27 13:31:10-03","IAP","PACA-AGP","98134","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Wasum","R. Wasum",NA,"1973","09","21","Brasil","RS","Portão","Chácara dos Padres","-51.2419013977051","-29.7017002105713",NA,NA,NA,NA,"PACA098134",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"13735","auto","Magnoliatae",NA,NA,NA,NA
"251","2019-08-27 13:31:10-03","IAP","PACA-AGP","35437","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Henz, E.",NA,"1946","09","27","Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA035437",NA,"1954","08","25","Habitat: in silvula campestri Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"252","2019-08-27 13:31:10-03","IAP","PACA-AGP","48731","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Rambo, B.",NA,"1950","09","07","Brasil","RS","São Leopoldo","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA048731",NA,"1954","08","25","sem material Habitat: in rupestribus dumetosis Fenofase: fruto semievoluto",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"253","2019-08-27 13:31:10-03","IAP","PACA-AGP","44247","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Rambo, B.",NA,"1949","11","05","Brasil","RS","São Leopoldo","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA044247",NA,"1954","08","25","Habitat: in rupestribus dumetosis Fenofase: fruto submaturo",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"254","2019-08-27 13:31:10-03","IAP","PACA-AGP","11730","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Rambo, B.",NA,"1943","09",NA,"Brasil","RS","São Leopoldo","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA011730",NA,"1954","08","25","Habitat: in rupestribus dumetosis Fenofase: flor",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"255","2019-08-27 13:31:10-03","IAP","PACA-AGP","37502.1","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Rambo, B.",NA,"1948","08","05","Brasil","RS","São Leopoldo","in summo monte Sapucaia","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA037502-1",NA,"1954","08","25","Habitat: in rupestribus dumetosis Fenofase: flore subaperto",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"256","2019-08-27 13:31:10-03","IAP","PACA-AGP","86897","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","M. L. d'el Rei Souza","Sehnem, A.","8435","1965","07","31","Brasil","RS","São Leopoldo","Morro do Chapéu","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA086897",NA,NA,NA,NA,"M. L. d'el Rei Souza - Univ. Fed. de Sta Catarina. Habitat: Arbustum in summo monte",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"257","2019-08-27 13:31:10-03","IAP","PACA-AGP","42650","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Rambo, B.",NA,"1949","07","20","Brasil","RS","São Leopoldo","Portão","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA042650",NA,"1954","08","25","Habitat: in silvula campestri Fenofase: fl. nondum evoluto",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"258","2019-08-27 13:31:10-03","IAP","PACA-AGP","43550","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Rambo, B.",NA,"1949","09","23","Brasil","RS","São Leopoldo","Portão","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA043550",NA,"1954","08","25","Habitat: in silvula campestri Fenofase: flore subaperto",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"259","2019-08-27 13:31:10-03","IAP","PACA-AGP","61708","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Camargo, O. R.","2865","1957","12","10","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"PACA061708",NA,"1958","09","29","Habitat: in dumetosis Fenofase: fruto semievoluto",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"21657","auto","Magnoliatae",NA,NA,NA,NA
"260","2019-08-27 13:31:10-03","IAP","PACA-AGP","61571","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Emrich-Rambo","Camargo, O. R.","2826","1957","12","10","Brasil","RS","Taquarí",NA,"-51.8643989562988","-29.7996997833252",NA,NA,NA,NA,"PACA061571",NA,"1958","09","29","Habitat: in silvula Fenofase: flor e fruto",NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"21657","auto","Magnoliatae",NA,NA,NA,NA
"261","2020-12-20 21:18:22-03","UFV","VIC","39449","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Nakajima, J.M.; et al.","3567","2003","10","22","Brasil","Minas Gerais","Delfinópolis","Trilha para mata do Cannyon","-46.8539009094238","-20.343900680542",NA,NA,NA,NA,"VIC039449","VIC039449",NA,NA,NA,"Mata de encosta árvore de 3 m, hipanto esverdeado, corola alva.",NA,NA,NA,NA,NA,NA,NA,"41380","auto",NA,NA,NA,NA,NA
"262","2020-12-20 21:18:22-03","UFV","VIC","13138","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Heringer, E.P.","s.n.","1942","11","03","Brasil","Minas Gerais","Cel. Pacheco","Estação Experimental",NA,NA,NA,NA,NA,NA,"VIC013138","VIC013138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2020-12-20 21:18:22-03","UFV","VIC","14364","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Lisboa, M.L.G.; Silveira, R.G.","s.n.","1994","07",NA,"Brasil","Minas Gerais","Juiz de Fora","Morro do Redentor","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"VIC014364","VIC014364",NA,NA,NA,"Arbusto freguente próximo a clareiras, ca 3 m.",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"264","2020-12-20 21:18:22-03","UFV","VIC","033203","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Rolim, T.P.; et al.","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","PEI","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"VIC033203","VIC033203",NA,NA,NA,"Mata , árvore ca de 4 m, somente botões no incio do desenvolvimento.",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA
"265","2020-12-20 21:18:22-03","UFV","VIC","20216","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Meira, Neto J A","2211","1994","10",NA,"Brasil","Minas Gerais","Viçosa","Mata da Sivicultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC020216","VIC020216",NA,NA,NA,"Planta jovem de 1 m.",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA
"266","2020-02-27 16:44:06-03","UFSC","CTBS","3740","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Ferreira, P.C.","Nunes, M.G. & Ferreira, P.C.","47","2017","08","22","Brasil","Paraná","Curitiba","Bosque do Jardim Botânico Municipal","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arbusto, 2,5 m de altura; frutos amarelos.",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA
"267","2021-03-24 17:09:25-03","UFES","SAMES","8480","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg,R.","Rodrigues,F.N.",NA,"1997","09","12","Brasil","Paraná","Tibagi","Canyon Guartelá: Rio Tibagi.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"SAMES08480",NA,NA,NA,NA,"Fruto amarelo. Cerrado e beira da mata. Habito: Arbusto",NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"268","2021-03-24 17:09:25-03","UFES","SAMES","6953","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Seubert,R.C.; Sampaio,D.K.;Hofschneider,E.;Rezini,J.A.;Gebien,W.","79","2014","03","10","Brasil","Santa Catarina","Indaial","Faxinal do Bepe.","-49.2317008972168","-26.8978004455566","-491141667.0","-270636111.0",NA,NA,"SAMES06953",NA,NA,NA,NA,"Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA
"269","2021-03-24 17:09:25-03","UFES","SAMES","7442","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Gasper,A.L.de","Gasper,A.L.de.; Stival-Santos,A.","2461","2009","10","25","Brasil","Santa Catarina","Indaial","Faxinal do Bepe, Parque Nacional da Serra do Itajaí. Coleta na beira da estrada.","-49.2317008972168","-26.8978004455566","-491797223.0","-271161111.0","780","780","SAMES07442",NA,"2009","10","25","Frutos amarelos Habitat: Floresta Ombrófila Densa Habito: Arvoreta",NA,NA,NA,NA,NA,NA,NA,"29534","auto",NA,NA,NA,NA,NA
"270","2020-06-30 18:32:27-03","UFJF","CESJ","29080","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","F.R.G. Salimena","L.G.Rodela","s.n","1996","02","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ029080",NA,NA,NA,NA,"Mata ciliar em cabeceira de drenagem ap. 1650m alt. da Gruta da Cruz. Folha lisa. Fruto verde, quando maduro, amarelo preto, redondo, peq., em cachos.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"271","2020-06-30 18:32:27-03","UFJF","CESJ","30780","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","S.M.S. Verardo","M.A. Manhães","59","1999","10",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ030780",NA,NA,NA,NA,"Coletada na borda da mata grande.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"272","2020-06-30 18:32:27-03","UFJF","CESJ","32459","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"M.A. Heluey; R.C. Forzza; R.C. Araújo","30","2001","02","08","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ032459",NA,"2001","02","08","No campo encharcável, arbusto com cerca de 3m, frutos amarelos passando a negros.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"273","2020-06-30 18:32:27-03","UFJF","CESJ","34079","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"R.M. Castro; M.A. Heluey","201","2001","03","25","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ034079",NA,NA,NA,NA,"Arvoreta, ca. 3m de altura no campo rupestre. Folhas discolores. Frutos imaturos amarelos e maduros roxos.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"274","2020-06-30 18:32:27-03","UFJF","CESJ","35304","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","B. Chiavegatto","B. Chiavegatto; V.R. Scalon; F.R.G. Salimena; P.H. Nobre","20","2001","12","02","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ035304",NA,"2001","12",NA,"Arbusto 3m, no campo rupestre, em mata ciliar, na prainha. Frutos imaturos verdes.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"275","2020-06-30 18:32:27-03","UFJF","CESJ","35305","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","B. Chiavegatto","B. Chiavegatto; V.R. Scalon; F.R.G. Salimena; P.H. Nobre","24","2001","12","02","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ035305",NA,"2001","12","11","Árvore 4m, estrada para Monjolinho, próxima ao curso d'água. Frutos imaturos verdes.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"276","2020-06-30 18:32:27-03","UFJF","CESJ","36632","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","B. Chiavegatto","B. Chiavegatto; V.S.Santos Jr.","50","2002","03","23","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ036632",NA,"2002","03","23","Arvoreta 2m, mata ciliar, próxima a Ponte de Pedra. Frutos imaturos amarelos e verdes.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"277","2020-06-30 18:32:27-03","UFJF","CESJ","59995","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","B. Chiavegatto","R.M.Mello; L.C.Pereira; A.S.Rodrigues","31","2012","02","26","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ059995",NA,"2012","06",NA,"Árvore com 3 metros, presença de infrutescência com frutos de cor amarelo e roxo. Coletado na Matinha, em frente a Prainha.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"278","2020-06-30 18:32:27-03","UFJF","CESJ","66407","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","B. Moreira","B. Moreira; L.C.D. Dias","53","2014","11","15","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, próxima a gruta do monjolinho","-43.9075","-21.718056","-43.9075","-21.718056","1450","1450","CESJ066407",NA,"2014","12","12","Árvore, ca. 3m, flores brancas","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2019-11-21 14:39:39-03","UFJF","CESJ","7676","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","S.A.C. Chiea","L. Krieger","CESJ7676","1969","11",NA,"Brasil","Minas Gerais","Borda","Sítio",NA,NA,NA,NA,NA,NA,"CESJ007676",NA,"1987","03","05","Árvore pequena, frutos imaturos amarelo-ouro.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2019-11-21 14:39:39-03","UFJF","CESJ","27835","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J.A.A. Meira-Neto","M.L.G. Lisboa; R.G. Silveira","s.n","1994","07",NA,"Brasil","Minas Gerais","Juiz de Fora","Mata do Morro do Redentor","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,"CESJ027835",NA,NA,NA,NA,"Arbusto frequente, próximo à clareiras, medindo cerca de 3 metros de altura.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"281","2019-11-21 14:39:39-03","UFJF","CESJ","30652","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"F.R.G. Salimena; R.G. Silveira; C.A.N. Ribeiro","s.n",NA,NA,NA,"Brasil","Minas Gerais","Rio Preto","AHE de Mello","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"CESJ030652",NA,NA,NA,NA,"Área de influência, próximo as parcelas de fitossociologia.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"282","2019-11-21 14:39:39-03","UFJF","CESJ","45756","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J.Semir; R. Goldenberg","V.C. Souza; C.M. Sakuragui; P.H.Miyagi; B.Levensteinas; P.Bérgamo; W.P.Cardoso","4084","1993","09",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"CESJ045756",NA,"1994","08","11","Arbusto, 1,5m alt., flores creme, frutos imaturos verdes. Campo rupestre.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"283","2019-11-21 14:39:39-03","UFJF","CESJ","8648","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","S.A.C. Chiea","L. Krieger","CESJ8648","1970","05","15","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ008648",NA,"1987","03","05","Árvore pequena, 2,5m, frutos amarelados.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"284","2019-11-21 14:39:39-03","UFJF","CESJ","9243","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","S.A.C. Chiea","L. Krieger","CESJ9243","1970","09","27","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ009243",NA,"1987","03","05","Na beira do mato, árvore pequena, 1250m sobre o mar.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"285","2019-11-21 14:39:39-03","UFJF","CESJ","9365","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","S.A.C. Chiea","U.C. Câmara","s.n","1970","09","29","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ009365",NA,"1987","03","05","Arbusto alto, na mata de galeria, flores e botão.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"286","2019-11-21 14:39:39-03","UFJF","CESJ","59359","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","A.A. Oliveira","T.J.Cadorin","365","2009","10","09","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Parque Estadual da Serra do Tabuleiro, Morro da Queimada. Lat.:27º43'12,00S; Lon.:48º46'48,00O; Alt.:580m.","-48.78","-27.72","-48.78","-27.72","580","580","CESJ059359",NA,"2009","12","09","Floresta Ombrófila Densa; estádio suces.médio de regeneração. Arvoreta.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2019-11-21 14:39:39-03","UFJF","CESJ","63952","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenerg","V.A.O. Dittrich","1858","2013","08","31","Brasil","Minas Gerais","Minduri","Chapada das Perdizes, No topo da Chapada. Coordenadas geográficas e altitude aproximadas.","-44.578139","-21.604667","-44.578139","-21.604667","1560","1560","CESJ063952",NA,"2017",NA,NA,"Arvoreta de aproximadamente 4m de altura em campo rupestre. Flores creme.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2020-06-30 18:32:27-03","UFJF","CESJ","66710","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","L.L. Justino","L.V.V. Cruz; F.R.G. Salimena","58","2015","08","14","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Entorno Lagoa Seca","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ066710",NA,"2015","09","21","Arvoreta; 2,5m alt.; folha serreada, botões florais, em mata próxima a campo encharcável","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"289","2019-11-21 14:39:39-03","UFJF","CESJ","13167","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","S.A.C. Chiea","L. Krieger","CESJ13167","1973","11","01","Brasil","Minas Gerais","Lima Duarte","Serra de Ibitipoca, (1750m s.n.m).","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"CESJ013167",NA,"1987","03","05","No campo arenítico, ao lado da mata, arbusto (2m). Flores alvas.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"290","2019-11-21 14:39:39-03","UFJF","CESJ","43711","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","A.S.M. Valente; P.O. Garcia","D.A.Medeiros; et al.","119","2003","04","20","Brasil","São Paulo","Ribeirão Grande","Parque Estadual Intervales, Trilha da Caçadinha, com início na estrada do Carmo,780m alt., Parque Estadual Intervales. Vegetação secundária de Floresta Ombrófila Densa Alto Montana com intensa exploração de palmito e madeira. 24°16'S; 48°25'W.","-48.3600006103516","-24.0900001525879",NA,NA,NA,NA,"CESJ043711",NA,"2007","01","14","Árvore; flores brancas esverdeadas.","América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"25028","auto",NA,NA,NA,NA,NA
"291","2019-11-21 14:39:39-03","UFJF","CESJ","846","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","O. Handro","L. Krieger; L. Roth","CESJ846","1942","09","03","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"CESJ000846",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"Angiosperma",NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"292","2021-04-07 11:46:09-03","UFMS","CGMS","43909","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","M.G. Caxambu","3511","2011","10","13","Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.8063889","-25.5516667","-49,8063889","-25,5516667","839","839","CGMS1073875",NA,"2013",NA,NA,"Flor ausente. Fruto imaturo verde. Habitat: Floresta Ombrófila Mista Montana. Relevo suave-ondulado. Habito: Árvore. 3m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2021-04-07 11:46:09-03","UFMS","CGMS","66465","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J.J. Wurdack","G. Hatschbach","14599","1966","08","12","Brasil","Paraná","São José dos Pinhais","Colônia Santos Andrade.","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"CGMS1099426",NA,"1966","08","12","Flor alva. Coordenadas geográficas: -25.5347003936768 -49.2064018249512 Habitat: Mata pluvial. Habito: Arvoreta.",NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"294","2019-08-20 10:19:22-03","UNICAMP","UEC","152306","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Tamashiro, JY","Caselli, CB","s.n.","2008","02","08","Brazil","São Paulo","Jundiaí","Serra do Japi, Mata semidecídua","-46.866667","-23.183333","-46.866667","-23.183333","920","1290",NA,NA,"2008",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2019-10-29 14:21:45-03","UNICAMP","UEC","10845","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","Goldenberg, R","Cruz, ND; Shepherd, GJ","6244","1977","11","17","Brazil","Minas Gerais",NA,"Serra do Caraça, A 70 km Suleste de Belo Horizonte.",NA,NA,NA,NA,NA,NA,"UEC169937","UEC169937","1999",NA,NA,"fruto, Subarbusto de até 2 m. Somente botões. Beira de mata e campo rupestre. Rev. Miconia sect. Chaenanthera.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2019-10-29 14:21:45-03","UNICAMP","UEC","101875","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Romero, R; Almeda, F; Martins, AB; Guimarães, P; Robinson, O; Robinson, D; Goldenberg, R","5513","1998","06","16","Brazil","Goiás",NA,"Estrada para Alto Paraíso, Cerca de 7 km da cidade.","-47.503611","-14.201667","-47.503611","-14.201667",NA,NA,"UEC169918","UEC169918",NA,NA,NA,"Árvore de cerca de 3 m de altura. Beira de mata alterada.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2021-03-01 16:34:46-03","UNICAMP","UEC","105074","S","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"Moraes, PLR","127","1990","06","12","Brazil","São Paulo","Iguape","Fazenda Boa Vista, Estrada de Serviço.","-47.627778","-24.576667","-47.627778","-24.576667",NA,NA,"UEC173322","UEC173322",NA,NA,NA,"Arvoreta, 4m.",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
