"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","individualCount","occurrenceRemarks","dayIdentified","recordedBy","country","stateProvince","county","recordNumber","year","month","day","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","coordinatePrecision","geoFlag","imagecode","continentOcean","fieldNumber","preparationType","class"
"54","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","994",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","A. Costa/Dez.1993",NA,NA,NA,"Epífita sobre arbusto, a 1,8m do solo, folhas com a base vinácea com pontuações claras, inflorescência vermelhas, cálice alvo avermelhado, corola com a extremidade branca, semi-sombra, capoeirão, terreno arenoso, íngreme.",NA,"W. Boone","Brasil","Espírito Santo","Santa Teresa","1023","1986","01","15","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,"MBML000994",NA,NA,"MBML000994",NA,NA,NA,NA
"55","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","38515",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser /25-01-2012",NA,NA,NA,"Epífita. Brácteas escapais verde com escapo floral vermelho/ brácteas florais vermelhas; pétalos brancos e sépalos esverdeados. Vegetando sobre Pseudobombax sp; fragmento do Toti.",NA,"D.R. Couto; Araújo Neto, R.C.","Brasil","Espírito Santo","Mimoso do Sul","242","2005","02","12","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,NA,"700","700","MBML038515","29430","auto","MBML038515",NA,NA,NA,NA
"56","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","41728",NA,"Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","T.S. Coser/25-01-2012",NA,NA,NA,"Epífita; bráctas escapais verde com base vinho; lâmina verde com máculas vinho e bainha vinho. Brácteas florais vinho; pétalas brancas e sépalos verdes no ápice e vináceo na base. Afloramento do Toti, sob Pseudobombax sp.",NA,"D.R. Couto","Brasil","Espírito Santo","Mimoso do Sul","1067","2008","11","06","Pedra dos Pontões","-41.3664016723633","-21.0641994476318",NA,NA,"750","750","MBML041728","29430","auto","MBML041728",NA,NA,NA,NA
"57","2019-06-10 10:10:28-03","FZB-BH","BHZB","7891","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii",NA,NA,NA,NA,NA,"BRO2001035., proveniente do Rio de Janeiro.Cultivado",NA,"Ferreira Junior, C.A. et al.","Brasil","MG","Belo Horizonte",NA,"2009","12","14","FZB-BH - Coleção de Bromélias.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA
"58","2020-09-12 05:00:02-03","US","US","1900569","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) É. Morren ex Mez",NA,NA,NA,"1",NA,NA,"M. B. Foster & R. Foster","Brazil","Espírito Santo","Santa Teresa","256","1939","7","26",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"777",NA,"US01914482","23813","auto","US01914482_01","South America - Neotropics",NA,NA,"Monocotyledonae"
"59","2020-09-12 05:00:02-03","US","US","2852103","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) É. Morren ex Mez",NA,NA,NA,"1",NA,NA,"A. Seidel","Brazil","Espírito Santo","Santaaria de Jetibá",NA,"1962","11","20","Santaaria.",NA,NA,NA,NA,NA,NA,"US01914481",NA,NA,"US01914481_01","South America - Neotropics",NA,NA,"Monocotyledonae"
"60","2021-03-25 13:51:53-03","UNIVILLE","JOI","10995","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren","Meyer, F.S.","2011","06",NA,"Sob caule de palmeira na orla da floresta.; HABITAT: floresta; HABITO: Epífita; TIPO VEGETACIONAL: Floresta Ombrófila Densa Submontana","13","Meyer, F.S.","Brasil","Santa Catarina","São Bento do Sul","1063","2011","06","05","Arredores CEPA Rugendas - Univille, Rio Natal.","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"JOI010995","23090","auto",NA,NA,NA,NA,NA
"61","2019-09-04 18:27:38-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii",NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,"Monocotyledoneae"
"62","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) E.Morren",NA,NA,NA,NA,NA,NA,"?","Brazil",NA,NA,"s.n.",NA,NA,NA,"E Brasilia orientali a Binot in caldarium Morrenianum introducta.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P03P3N0099","Southern America",NA,NA,NA
"63","2019-11-21 10:02:54-03","IBt","SP","392001","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) É.Morren ex Mez","Versieux, LM",NA,NA,NA,"Prensado em álcool. DNA amostrado.",NA,"Versieux, LM; Calvente, AM; Trindade, T","Brasil","Espírito Santo","Castelo","371","2007","01","18","Sítio próximo ao Parque Estadual do Forno Grande.","-41.0845","-20.526028","-41.0845","-20.526028","1178","1178","SP053460",NA,NA,"SP053460",NA,NA,NA,NA
"64","2019-11-21 10:02:54-03","IBt","SP","402507","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) É.Morren ex Mez","Trindade Lima, T","2007","02",NA,NA,NA,"Trindade Lima, T","Brasil","Minas Gerais","Extrema","234","2007","02","25","Serra do Lopo, Trilha para o Pico dos Cabritos.","-46.3182983398438","-22.854700088501",NA,NA,"1000","1000","SP053459","15223","auto","SP053459",NA,NA,NA,NA
"65","2019-11-21 10:02:54-03","IBt","SP","49608","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","lubbersii","Vriesea lubbersii","(Baker) É.Morren ex Mez","Smith, LB","1952","02",NA,NA,NA,"Kuhlmann, M","Brasil","São Paulo","Amparo","346","1943","03","26",NA,"-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,"SP053461","18036","auto","SP053461",NA,NA,NA,NA
