"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","class","order","continentOcean","individualCount","imagecode","fieldNumber","preparationType","relatedCatalogItem"
"53","2011-05-26 11:10:37-03","MNHN","RECOLNAT_MNHN_PC","PC0728274","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Yano, O.|Pirani, J.R.","1983","4","27","Brésil","Rio Grande do Sul",NA,"Brasil, Rio Grande do Sul, Sao Marcos, Praça Matriz","-51.04056","-28.58167",NA,NA,"750",NA,"Mart.","Peralta",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0728274' target='other'> <mi>dwc_moreinfo</mi></a>","PC0728274",NA,NA,NA,NA,NA,NA,"7056","hb",NA
"54","2015-11-06 19:41:40-02","MNHN","RECOLNAT_MNHN_PC","PC0709447","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Glaziou, A.","1870","11","12","Brésil",NA,NA,"Tijuca",NA,NA,NA,NA,NA,NA,"Mart.","Peralta",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0709447' target='other'> <mi>dwc_moreinfo</mi></a>","PC0709447",NA,NA,NA,NA,NA,"PC0709447_01 PC0709447_02 PC0709447_03 PC0709447_04 PC0709447_05","5173","hb",NA
"55","2017-11-30 13:38:08-02","MNHN","RECOLNAT_MNHN_PC","PC0109126","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","pulchellum","Brachymenium pulchellum","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,"Hornsch.","Peralta",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0109126' target='other'> <mi>dwc_moreinfo</mi></a>","PC0109126",NA,NA,NA,NA,NA,"PC0109126_01 PC0109126_02",NA,"hb",NA
"56","2019-02-20 12:59:34-03","MNHN","RECOLNAT_MNHN_PC","PC0721136","PreservedSpecimen",NA,NA,"Bryaceae","Brachymenium","pulchellum","Brachymenium pulchellum","Glaziou, A.",NA,NA,NA,"Brésil",NA,NA,"Rio",NA,NA,NA,NA,NA,NA,"Hornsch.","Peralta",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/pc/pc0721136' target='other'> <mi>dwc_moreinfo</mi></a>","PC0721136",NA,NA,NA,NA,NA,"PC0721136_01 PC0721136_02","7419","hb",NA
"57","2020-04-23 15:01:23-03","MN","R-BRYOPHYTA","84173","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Dusén, P.K.H.",NA,NA,NA,"Brasil","Paraná","Curitiba","Roça Nova","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Mart.","Peralta, D.F.","2012","10",NA,"2400","25180","Dados compilados da caderneta de coleta de P. Dusén depositada no Herbário do Swedish of Natural History, Stockholm, Sweden (S)","R000084173","auto","Bryopsida","Bryales",NA,NA,NA,NA,NA,NA
"58","2020-04-23 15:01:23-03","MN","R-BRYOPHYTA","83371","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Appel, A.; Sampaio, A.J. 1965",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Mart.","Peralta, D.F.","2014","11",NA,"s.n.","38539",NA,"R000083371","auto","Bryopsida","Bryales",NA,NA,NA,NA,NA,NA
"59","2020-04-23 15:01:23-03","MN","R-BRYOPHYTA","83387","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Sampaio, A.J.",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Mart.","Peralta, D.F.","2014","11",NA,"1745","38539",NA,"R000083387","auto","Bryopsida","Bryales",NA,NA,NA,NA,NA,NA
"60","2020-04-23 15:01:23-03","MN","R-BRYOPHYTA","83520","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Sampaio, A.J.",NA,NA,NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Mart.","Peralta, D.F.","2014","11",NA,"2145","38539",NA,"R000083520","auto","Bryopsida","Bryales",NA,NA,NA,NA,NA,NA
"61","2020-04-23 15:01:23-03","MN","R-BRYOPHYTA","32048","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Brachymenium","pulchellum","Brachymenium pulchellum","Sehnem, A.",NA,NA,NA,"Brasil","Rio Grande do Sul","Montenegro","São Salvador","-51.4611015319824","-29.6886005401611",NA,NA,"450","450","Hornsch.",NA,NA,NA,NA,"94","21601","Herbário Sehnem nº 94","R000032048","auto","Bryopsida","Bryales",NA,NA,NA,NA,NA,NA
"62","2020-04-23 15:01:24-03","MN","R-BRYOPHYTA","14290","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Bryum","hornschuchianum","Bryum hornschuchianum","Ule, E.H.G.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"(Mart.) Müll. Hal.","Dias, M.S.","2014","10","29","1236",NA,NA,"R000014290",NA,"Bryopsida","Bryales",NA,NA,NA,NA,NA,NA
"63","2020-04-23 15:01:24-03","MN","R-BRYOPHYTA","81147","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Bryum","hornschuchianum","Bryum hornschuchianum","Ule, E.H.G.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"(Mart.) Müll. Hal.","Dias, M.S.","2014","10","29","1660","57442",NA,"R000081147","auto","Bryopsida","Bryales",NA,NA,NA,NA,NA,NA
"64","2020-04-23 15:01:28-03","MN","R-BRYOPHYTA","160305","PreservedSpecimen","Plantae","Bryophyta","Bryaceae","Bryum","pulchellum","Bryum pulchellum","Hartman, C.J.",NA,NA,NA,"Suécia","Gestriciae",NA,NA,NA,NA,NA,NA,NA,NA,"Hedw.","Dias, M.S.","2015","06",NA,"s.n.",NA,"Musci Frond. Scand. Exsicc. Fasc. 1. p. 301-506. 1884","R000160305",NA,"Bryopsida","Bryales",NA,NA,NA,NA,NA,NA
"65","2014-04-04 18:25:22-03","PNFM","IRAI","7838","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2013","04","27","Brasil","Paraná","Bocaiúva do Sul","Estrada para Bocaiúva","-49.152889","-25.224639","-49.152889","-25.224639","900","900","Mart.","Peralta, D.F.","2013","08",NA,"2752",NA,"Corticícola. Beira da estrada","IRAI00007838",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2014-04-04 18:25:22-03","PNFM","IRAI","3237","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2011","02","05","Brasil","Paraná","Morretes","Estrada da Graciosa, Engenheiro Lacerda","-48.901056","-25.334","-48.901056","-25.334",NA,NA,"Mart.","Peralta, D.F.","2011","08",NA,"1129",NA,"Epífita. + Schlotheimia tecta Hook. f. & Wilson + Frullania brasiliensis Raddi","IRAI00003237",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2014-04-04 18:25:22-03","PNFM","IRAI","3974","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Briani de Paula, B.","2011","06","10","Brasil","Paraná","Curitiba","Praça Pedro Alexandre Brotto, Ahú","-49.258333","-25.404028","-49.258333","-25.404028",NA,NA,"Mart.","Ristow, R.; Peralta, D.F.","2011","07","28","110",NA,"Corticícola. Área antropizada. + Sematophyllum subpinnatum (Brid.) E. Britton + Syntrichia pagorum (Milde) J. J. Amann","IRAI00003974",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2014-04-04 18:25:22-03","PNFM","IRAI","3945","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2011","05","29","Brasil","Paraná","Colombo","Jardim Mediterrâneo","-49.223444","-25.333222","-49.223444","-25.333222","980","980","Mart.","Ristow, R.; Peralta, D.F.","2011","07","27","1461",NA,"Corticícola. + Sematophyllum subpinnatum (Brid.) E. Britton + Plagiochila corrugata (Nees) Nees & Mont. + Metzgeria furcata (L.) Corda + Radula tectiloba Stephani + Neckera villae-ricae Besch.","IRAI00003945",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2014-04-04 18:25:22-03","PNFM","IRAI","8398","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Picote, L.E.","2013","07","30","Brasil","Paraná","Pinhais","Área 1, Espaço Indígena, Parque Newton Freire Maia, Jardim Boa Vista","-49.120778","-25.379472","-49.120778","-25.379472","897","897","Mart.","Peralta, D.F.","2013","08",NA,"018",NA,"Corticícola. Área antropizada","IRAI00008398",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-04-04 18:25:22-03","PNFM","IRAI","7792","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2013","04","13","Brasil","Paraná","Colombo","Casa do Rony, Jardim Mediterrâneo","-49.22275","-25.332278","-49.22275","-25.332278","980","980","Mart.","Peralta, D.F.","2013","09",NA,"2694",NA,"Corticícola","IRAI00007792",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2014-04-04 18:25:22-03","PNFM","IRAI","5543","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2012","03","25","Brasil","Rio de Janeiro","Petrópolis","Recanto na margem da estrada BR 040","-43.230028","-22.551389","-43.230028","-22.551389","775","775","Mart.","Peralta, D.F.","2013","08",NA,"2229",NA,"Corticícola. Floresta Ombrófila Densa","IRAI00005543",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2014-04-04 18:25:22-03","PNFM","IRAI","7051","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2012","10","06","Brasil","Paraná","Quatro Barras","Estrada da Graciosa, trecho original","-48.923889","-25.343333","-48.923889","-25.343333","936","936","Mart.","Peralta, D.F.","2013","04",NA,"2478",NA,"Epixílica","IRAI00007051",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2014-04-04 18:25:22-03","PNFM","IRAI","5465","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2012","01","08","Brasil","Paraná","Curitiba","Cabral","-49.249861","-25.40925","-49.249861","-25.40925","915","915","Mart.","Peralta, D.F.","2013","08",NA,"2150",NA,"Corticícola. Área antropizada","IRAI00005465",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2014-04-04 18:25:22-03","PNFM","IRAI","4635","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Dubinski, S.A.M.","2011","10","20","Brasil","Paraná","Curitiba","Rua José Augusto Escobar, Cidade Industrial de Curitiba","-49.326944","-25.507889","-49.326944","-25.507889","900","900","Mart.","Ristow, R.; Peralta, D.F.","2012","07","20","001",NA,"Área antropizada","IRAI00004635",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2014-04-04 18:25:22-03","PNFM","IRAI","3290","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2011","03","06","Brasil","Paraná","Curitiba","Rua Roberto Lambach, Bacacheri","-49.233056","-25.392806","-49.233056","-25.392806",NA,NA,"Mart.","Ristow, R.; Peralta, D.F.","2011","07","28","1156",NA,"Corticícola sobre Tipuana sp.. Área antropizada","IRAI00003290",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2014-04-04 18:25:22-03","PNFM","IRAI","4523","S","Plantae","Bryophyta","Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","Ristow, R.","2011","10","12","Brasil","Paraná","Pinhais","Área 1, Parque Newton Freire Maia, Jardim Boa Vista","-49.120222","-25.381667","-49.120222","-25.381667","900","900","Mart.","Peralta, D.F.","2012","07",NA,"1854",NA,"Corticícola. Área antropizada","IRAI00004523",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-07-23 12:01:08-03","CEPLAC","CEPEC","56078","PreservedSpecimen","Plantae",NA,"Bryaceae","Brachymenium","hornschuchianum","Brachymenium hornschuchianum","C. S. N. Guimarães","1992","03","03","Brasil","Bahia","PLANALTINO","Lagedo do Pacheco","-40.3689002990723","-13.2588996887207","0*0'0","0*0'0",NA,NA,NA,"O. Yano",NA,NA,NA,NA,"33325",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"30/12/1992"
